Id,Name,Type,RAh,Dec,Vmag,MajorArcmin,MinorArcmin,PAdeg,SourceCatalog
NGC5053,NGC5053,globular_cluster,13.274164,17.697750,9.960,4.800,,,ngc
NGC5054,NGC5054,galaxy,13.282914,-16.634861,11.640,5.040,2.900,171.000,ngc
NGC5061,NGC5061,galaxy,13.301408,-26.837222,11.210,3.750,3.050,109.000,ngc
NGC5068,NGC5068,galaxy,13.315225,-21.039111,10.640,7.480,6.700,138.000,ngc
NGC5084,NGC5084,galaxy,13.338033,-21.827583,11.600,9.930,2.460,80.000,ngc
NGC5101,NGC5101,galaxy,13.362844,-27.430528,11.570,5.900,5.520,123.000,ngc
NGC5102,NGC5102,galaxy,13.366003,-36.630250,10.260,9.710,3.710,49.000,ngc
NGC5120,NGC5120,open_cluster,13.427614,-63.458333,11.680,,,,ngc
NGC5128,Centaurus A,galaxy,13.424339,-43.019111,7.790,25.880,19.770,33.000,ngc
NGC5138,NGC5138,open_cluster,13.454225,-59.040944,6.120,4.200,,,ngc
NGC5139,Omega Centauri,globular_cluster,13.446081,-47.476861,6.120,27.000,,,ngc
NGC5168,NGC5168,open_cluster,13.518125,-60.939222,9.550,4.200,,,ngc
NGC5195,NGC5195,galaxy,13.499886,47.266139,10.500,5.500,4.360,79.000,ngc
NGC5204,NGC5204,galaxy,13.493475,58.418722,11.720,4.500,2.820,5.000,ngc
NGC5206,NGC5206,galaxy,13.562217,-48.151167,11.930,4.260,2.810,28.000,ngc
NGC5247,NGC5247,galaxy,13.634178,-17.884028,10.770,5.320,4.260,170.000,ngc
NGC5248,NGC5248,galaxy,13.625561,8.885167,10.880,4.070,2.380,120.000,ngc
NGC5253,NGC5253,galaxy,13.665544,-31.640111,10.800,5.010,2.120,43.000,ngc
NGC5281,NGC5281,open_cluster,13.776431,-62.916528,6.150,6.900,,,ngc
NGC5286,NGC5286,globular_cluster,13.774050,-51.373472,9.180,6.600,,,ngc
NGC5288,NGC5288,open_cluster,13.812483,-64.685389,11.800,3.600,,,ngc
NGC5316,NGC5316,open_cluster,13.899228,-61.869111,6.080,9.900,,,ngc
NGC5322,NGC5322,galaxy,13.820908,60.190528,11.050,5.620,3.490,95.000,ngc
NGC5353,NGC5353,galaxy,13.890747,40.283028,11.990,2.370,1.180,152.000,ngc
NGC5363,NGC5363,galaxy,13.935336,5.254778,11.100,4.170,2.750,133.000,ngc
NGC5364,NGC5364,galaxy,13.936667,5.014472,11.190,3.800,1.660,45.000,ngc
NGC5371,NGC5371,galaxy,13.927761,40.461750,11.280,3.980,2.450,7.000,ngc
NGC5419,NGC5419,galaxy,14.060758,-33.978250,11.900,3.980,2.950,78.000,ngc
NGC5427,NGC5427,galaxy,14.057236,-6.030806,11.960,3.610,3.270,178.000,ngc
NGC5460,NGC5460,open_cluster,14.124392,-48.342528,5.850,13.200,,,ngc
NGC5466,NGC5466,globular_cluster,14.090933,28.534500,10.500,6.600,,,ngc
NGC5474,NGC5474,galaxy,14.083781,53.662222,11.480,2.390,1.570,100.000,ngc
NGC5483,NGC5483,galaxy,14.173619,-43.324611,11.930,3.420,3.080,16.000,ngc
NGC5530,NGC5530,galaxy,14.307542,-43.388583,11.820,4.860,2.180,127.000,ngc
NGC5557,NGC5557,galaxy,14.307144,36.493556,11.930,2.280,1.120,97.000,ngc
NGC5566,NGC5566,galaxy,14.338858,3.933750,11.420,5.360,2.080,35.000,ngc
NGC5576,NGC5576,galaxy,14.351022,3.271000,11.790,2.830,1.870,91.000,ngc
NGC5585,NGC5585,galaxy,14.330056,56.729056,11.390,4.270,2.620,33.000,ngc
NGC5606,NGC5606,open_cluster,14.463133,-59.632250,7.950,3.600,,,ngc
NGC5617,NGC5617,open_cluster,14.495575,-60.710833,7.000,5.100,,,ngc
NGC5634,NGC5634,globular_cluster,14.493689,-5.976417,10.690,4.500,,,ngc
NGC5643,NGC5643,galaxy,14.544650,-44.174417,10.790,5.270,4.600,88.000,ngc
NGC5662,NGC5662,open_cluster,14.593772,-56.618083,6.180,8.100,,,ngc
NGC5676,NGC5676,galaxy,14.546347,49.457889,11.870,3.590,1.610,46.000,ngc
NGC5694,NGC5694,globular_cluster,14.660142,-26.538333,11.580,3.300,,,ngc
NGC5713,NGC5713,galaxy,14.669864,-0.288972,11.620,2.470,1.700,11.000,ngc
NGC5715,NGC5715,open_cluster,14.724914,-57.577028,9.800,3.600,,,ngc
NGC5746,NGC5746,galaxy,14.748867,1.955000,11.340,7.240,1.080,172.000,ngc
NGC5749,NGC5749,open_cluster,14.814983,-54.497694,8.800,7.200,,,ngc
NGC5813,NGC5813,galaxy,15.019786,1.701972,11.520,4.130,2.700,143.000,ngc
NGC5822,NGC5822,open_cluster,15.072569,-54.396417,6.500,18.000,,,ngc
NGC5823,NGC5823,open_cluster,15.091842,-55.603750,8.610,3.900,,,ngc
NGC5824,NGC5824,globular_cluster,15.066289,-33.068139,10.280,5.100,,,ngc
NGC5838,NGC5838,galaxy,15.090628,2.099333,11.790,3.860,1.290,40.000,ngc
NGC5846,NGC5846,galaxy,15.108133,1.605611,11.100,4.270,4.050,35.000,ngc
NGC5850,NGC5850,galaxy,15.118803,1.544250,11.890,3.350,2.370,119.000,ngc
NGC5866,NGC5866,galaxy,15.108194,55.763222,10.740,6.310,2.720,126.000,ngc
NGC5897,NGC5897,globular_cluster,15.290111,-21.010111,10.160,9.900,,,ngc
NGC5907,NGC5907,galaxy,15.264936,56.328778,11.070,11.300,1.750,156.000,ngc
NGC5921,NGC5921,galaxy,15.365711,5.070528,11.680,3.020,2.030,137.000,ngc
NGC5925,NGC5925,open_cluster,15.457450,-54.528778,8.400,4.800,,,ngc
NGC5927,NGC5927,globular_cluster,15.466786,-50.672778,10.130,6.600,,,ngc
NGC5946,NGC5946,globular_cluster,15.591269,-50.659722,11.980,3.600,,,ngc
NGC5970,NGC5970,galaxy,15.641658,12.186611,12.000,2.770,1.910,88.000,ngc
NGC5982,NGC5982,galaxy,15.644397,59.355833,11.980,3.070,2.000,110.000,ngc
NGC5985,NGC5985,galaxy,15.660303,59.331944,11.950,3.980,2.010,15.000,ngc
NGC5986,NGC5986,globular_cluster,15.767622,-37.786139,6.920,5.400,,,ngc
NGC5999,NGC5999,open_cluster,15.869064,-56.472806,9.000,3.300,,,ngc
NGC6005,NGC6005,open_cluster,15.930194,-57.437389,11.900,4.200,,,ngc
NGC6015,NGC6015,galaxy,15.857008,62.310028,11.610,5.810,2.570,28.000,ngc
NGC6025,NGC6025,open_cluster,16.054942,-60.431361,5.260,11.400,,,ngc
NGC6031,NGC6031,open_cluster,16.126494,-54.014944,8.920,4.800,,,ngc
NGC6067,NGC6067,open_cluster,16.219736,-54.218944,6.210,8.100,,,ngc
NGC6087,S Nor Cluster,open_cluster,16.314050,-57.934583,5.850,10.200,,,ngc
NGC6101,NGC6101,globular_cluster,16.430158,-72.201556,10.900,4.500,,,ngc
NGC6115,NGC6115,open_cluster,16.407328,-51.948250,10.290,,,,ngc
NGC6124,NGC6124,open_cluster,16.422239,-40.653694,6.700,13.500,,,ngc
NGC6134,NGC6134,open_cluster,16.462917,-49.151167,7.890,6.900,,,ngc
NGC6139,NGC6139,globular_cluster,16.461253,-38.849750,11.030,4.500,,,ngc
NGC6144,NGC6144,globular_cluster,16.453928,-26.024722,10.550,5.400,,,ngc
NGC6152,NGC6152,open_cluster,16.546006,-52.644000,8.100,6.600,,,ngc
NGC6167,NGC6167,open_cluster,16.576383,-49.771889,7.580,7.200,,,ngc
NGC6169,NGC6169,open_cluster,16.567953,-44.045639,6.600,4.200,,,ngc
NGC6178,NGC6178,open_cluster,16.596458,-45.643750,7.280,6.900,,,ngc
NGC6192,NGC6192,open_cluster,16.673297,-43.366806,8.500,7.500,,,ngc
NGC6200,NGC6200,open_cluster,16.735375,-47.462667,7.740,8.100,,,ngc
NGC6204,NGC6204,open_cluster,16.769306,-47.016972,8.510,4.500,,,ngc
NGC6207,NGC6207,galaxy,16.717708,36.832417,11.860,3.460,1.610,17.000,ngc
NGC6208,NGC6208,open_cluster,16.824497,-53.728333,8.060,8.400,,,ngc
NGC6215,NGC6215,galaxy,16.851892,-58.993472,11.890,2.640,2.340,83.000,ngc
NGC6216,NGC6216,open_cluster,16.823225,-44.731528,10.100,4.200,,,ngc
NGC6217,NGC6217,galaxy,16.544222,78.198167,11.880,2.240,1.630,155.000,ngc
NGC6221,NGC6221,galaxy,16.879467,-59.218611,10.730,4.840,3.150,1.000,ngc
NGC6229,NGC6229,globular_cluster,16.783017,47.527806,9.380,4.800,,,ngc
NGC6231,NGC6231,open_cluster,16.903033,-41.824250,2.830,13.800,,,ngc
NGC6235,NGC6235,globular_cluster,16.890378,-22.177444,11.990,4.200,,,ngc
NGC6242,NGC6242,open_cluster,16.925956,-39.460944,7.090,6.600,,,ngc
NGC6249,NGC6249,open_cluster,16.961528,-44.811889,8.720,7.600,,,ngc
NGC6253,NGC6253,open_cluster,16.984758,-52.708806,10.200,6.000,,,ngc
NGC6259,NGC6259,open_cluster,17.012611,-44.654972,8.850,6.000,,,ngc
NGC6268,NGC6268,open_cluster,17.036219,-39.728222,9.500,6.000,,,ngc
NGC6281,NGC6281,open_cluster,17.078139,-37.985222,5.780,10.200,,,ngc
NGC6284,NGC6284,globular_cluster,17.074653,-24.764333,10.720,6.600,,,ngc
NGC6287,NGC6287,globular_cluster,17.085928,-22.708000,11.490,5.400,,,ngc
NGC6293,NGC6293,globular_cluster,17.169558,-26.581750,9.960,4.500,,,ngc
NGC6300,NGC6300,galaxy,17.283186,-62.820556,10.960,5.330,3.370,119.000,ngc
NGC6304,NGC6304,globular_cluster,17.242364,-29.462278,10.330,3.600,,,ngc
NGC6316,NGC6316,globular_cluster,17.277058,-28.140028,10.330,4.800,,,ngc
NGC6318,NGC6318,open_cluster,17.269886,-39.424972,11.800,3.300,,,ngc
NGC6322,NGC6322,open_cluster,17.307164,-42.934028,6.320,6.300,,,ngc
NGC6325,NGC6325,globular_cluster,17.299797,-23.766028,11.490,4.020,,,ngc
NGC6340,NGC6340,galaxy,17.173569,72.304444,11.970,3.040,2.880,155.000,ngc
NGC6342,NGC6342,globular_cluster,17.352817,-19.587417,11.250,6.600,,,ngc
NGC6352,NGC6352,globular_cluster,17.424767,-48.422694,9.950,7.200,,,ngc
NGC6356,NGC6356,globular_cluster,17.393053,-17.813028,10.010,5.400,,,ngc
NGC6362,NGC6362,globular_cluster,17.531900,-67.047861,9.720,8.400,,,ngc
NGC6374,NGC6374,open_cluster,17.578483,-32.581361,5.560,6.900,,,ngc
NGC6384,NGC6384,galaxy,17.540083,7.060278,11.620,2.450,1.110,20.000,ngc
NGC6388,NGC6388,globular_cluster,17.604842,-44.735611,7.400,8.400,,,ngc
NGC6396,NGC6396,open_cluster,17.626761,-35.025861,9.410,3.300,,,ngc
NGC6397,NGC6397,globular_cluster,17.678156,-53.673694,7.390,15.300,,,ngc
NGC6400,NGC6400,open_cluster,17.670222,-36.947722,8.800,6.000,,,ngc
NGC6401,NGC6401,globular_cluster,17.643592,-23.908778,11.310,4.500,,,ngc
NGC6404,NGC6404,open_cluster,17.660378,-33.246722,10.600,4.200,,,ngc
NGC6425,NGC6425,open_cluster,17.783800,-31.529389,7.900,4.800,,,ngc
NGC6441,NGC6441,globular_cluster,17.836900,-37.051083,9.260,4.800,,,ngc
NGC6451,NGC6451,open_cluster,17.844622,-30.211611,8.200,7.200,,,ngc
NGC6453,NGC6453,globular_cluster,17.847697,-34.599889,10.490,5.400,,,ngc
NGC6469,NGC6469,open_cluster,17.886703,-22.275111,8.200,9.000,,,ngc
NGC6496,NGC6496,globular_cluster,17.984361,-44.266306,9.960,4.620,,,ngc
NGC6503,NGC6503,galaxy,17.824008,70.144361,10.860,5.940,1.980,123.000,ngc
NGC6507,NGC6507,open_cluster,17.997442,-17.450278,9.600,4.800,,,ngc
NGC6517,NGC6517,globular_cluster,18.030664,-8.959500,11.080,4.800,,,ngc
NGC6520,NGC6520,open_cluster,18.056706,-27.886111,7.600,5.400,,,ngc
NGC6522,NGC6522,globular_cluster,18.059464,-30.033972,10.680,3.900,,,ngc
NGC6535,NGC6535,globular_cluster,18.064081,-0.296917,11.350,3.600,,,ngc
NGC6541,NGC6541,globular_cluster,18.133981,-43.715889,8.060,7.500,,,ngc
NGC6544,NGC6544,globular_cluster,18.122222,-24.998361,11.360,6.000,,,ngc
NGC6546,NGC6546,open_cluster,18.122931,-23.296222,8.650,6.900,,,ngc
NGC6553,NGC6553,globular_cluster,18.154856,-25.907861,9.080,5.400,,,ngc
NGC6568,NGC6568,open_cluster,18.212292,-21.628028,8.600,7.800,,,ngc
NGC6569,NGC6569,globular_cluster,18.227408,-31.827667,10.780,4.500,,,ngc
NGC6583,NGC6583,open_cluster,18.263592,-22.137639,10.000,3.600,,,ngc
NGC6584,NGC6584,globular_cluster,18.310458,-52.215167,10.320,5.100,,,ngc
NGC6603,NGC6603,open_cluster,18.307492,-18.406056,11.100,4.200,,,ngc
NGC6604,NGC6604,open_cluster,18.300822,-12.243111,7.060,9.600,,,ngc
NGC6605,NGC6605,open_cluster,18.272689,-15.015194,6.000,6.300,,,ngc
NGC6625,NGC6625,open_cluster,18.379806,-11.955000,9.000,6.000,,,ngc
NGC6631,NGC6631,open_cluster,18.453156,-12.031222,11.700,5.700,,,ngc
NGC6633,NGC6633,open_cluster,18.454231,6.508222,5.010,12.000,,,ngc
NGC6638,NGC6638,globular_cluster,18.515625,-25.496417,10.810,4.200,,,ngc
NGC6642,NGC6642,globular_cluster,18.531728,-23.476139,11.300,3.900,,,ngc
NGC6643,NGC6643,galaxy,18.329558,74.568361,11.760,3.320,1.630,37.000,ngc
NGC6645,NGC6645,open_cluster,18.543861,-16.883889,8.500,5.400,,,ngc
NGC6647,NGC6647,open_cluster,18.547039,-17.228667,8.000,3.600,,,ngc
NGC6649,NGC6649,open_cluster,18.557767,-10.402806,10.350,5.580,,,ngc
NGC6652,NGC6652,globular_cluster,18.596042,-32.990306,10.640,5.100,,,ngc
NGC6664,NGC6664,open_cluster,18.609264,-8.220750,8.810,6.000,,,ngc
NGC6683,NGC6683,open_cluster,18.703881,-6.212250,9.930,3.000,,,ngc
NGC6684,NGC6684,galaxy,18.816078,-65.173444,11.310,4.190,2.960,29.000,ngc
NGC6704,NGC6704,open_cluster,18.846047,-5.205417,10.000,3.300,,,ngc
NGC6709,NGC6709,open_cluster,18.855261,10.318750,7.180,8.700,,,ngc
NGC6712,NGC6712,globular_cluster,18.884692,-8.705472,9.850,5.700,,,ngc
NGC6716,NGC6716,open_cluster,18.909547,-19.901083,7.700,7.200,,,ngc
NGC6717,NGC6717,globular_cluster,18.918344,-22.701611,11.290,3.900,,,ngc
NGC6743,NGC6743,open_cluster,19.022408,29.277472,8.200,6.900,,,ngc
NGC6744,NGC6744,galaxy,19.162806,-63.857528,9.140,15.670,9.750,15.000,ngc
NGC6752,NGC6752,globular_cluster,19.181050,-59.981861,6.960,13.200,,,ngc
NGC6753,NGC6753,galaxy,19.189900,-57.049556,11.910,2.970,2.600,25.000,ngc
NGC6755,NGC6755,open_cluster,19.130292,4.266417,8.600,6.000,,,ngc
NGC6756,NGC6756,open_cluster,19.145158,4.705778,10.600,3.600,,,ngc
NGC6760,NGC6760,globular_cluster,19.186683,1.030472,11.370,5.400,,,ngc
NGC6791,NGC6791,open_cluster,19.348117,37.771889,10.520,6.300,,,ngc
NGC6802,NGC6802,open_cluster,19.509733,20.260972,10.070,4.500,,,ngc
NGC6811,NGC6811,open_cluster,19.621642,46.388833,7.470,7.200,,,ngc
NGC6819,Foxhead Cluster,open_cluster,19.688358,40.186750,8.210,6.900,,,ngc
NGC6822,Barnard's Galaxy,galaxy,19.749372,-14.803444,9.360,17.380,16.750,27.000,ngc
NGC6830,NGC6830,open_cluster,19.849883,23.100139,8.410,4.200,,,ngc
NGC6834,NGC6834,open_cluster,19.870156,29.408167,8.460,4.500,,,ngc
NGC6866,NGC6866,open_cluster,20.065328,44.159111,8.040,5.100,,,ngc
NGC6868,NGC6868,galaxy,20.165019,-48.379556,11.660,3.580,3.130,81.000,ngc
NGC6871,NGC6871,open_cluster,20.099844,35.777250,5.430,9.300,,,ngc
NGC6876,NGC6876,galaxy,20.305319,-70.858806,11.940,3.460,3.000,110.000,ngc
NGC6883,NGC6883,open_cluster,20.188819,35.832194,8.000,4.500,,,ngc
NGC6902,NGC6902,galaxy,20.407817,-43.653528,11.980,2.690,2.110,158.000,ngc
NGC6907,NGC6907,galaxy,20.418508,-24.809167,11.920,3.330,2.680,67.000,ngc
NGC6910,NGC6910,open_cluster,20.386681,40.778611,7.130,6.300,,,ngc
NGC6934,NGC6934,globular_cluster,20.569858,7.404111,10.480,5.400,,,ngc
NGC6939,NGC6939,open_cluster,20.525036,60.662083,8.850,12.000,,,ngc
NGC6940,NGC6940,open_cluster,20.574081,28.282722,6.980,10.800,,,ngc
NGC6946,Fireworks Galaxy,galaxy,20.581200,60.153917,9.760,11.400,10.840,52.000,ngc
NGC6951,NGC6951,galaxy,20.620581,66.105639,11.960,3.190,2.090,149.000,ngc
NGC7006,NGC7006,globular_cluster,21.024792,16.187528,10.460,4.200,,,ngc
NGC7031,NGC7031,open_cluster,21.120153,50.875556,10.010,3.900,,,ngc
NGC7039,NGC7039,open_cluster,21.179944,45.621806,8.060,7.800,,,ngc
NGC7044,NGC7044,open_cluster,21.219281,42.496194,12.000,6.000,,,ngc
NGC7049,NGC7049,galaxy,21.316750,-48.562167,11.670,3.940,2.690,64.000,ngc
NGC7062,NGC7062,open_cluster,21.390967,46.378528,8.990,3.600,,,ngc
NGC7063,NGC7063,open_cluster,21.406028,36.487500,7.320,6.300,,,ngc
NGC7067,NGC7067,open_cluster,21.406422,48.009250,10.640,2.400,,,ngc
NGC7082,NGC7082,open_cluster,21.488261,47.126278,7.700,9.000,,,ngc
NGC7083,NGC7083,galaxy,21.595747,-63.902833,11.900,3.560,1.980,6.000,ngc
NGC7086,NGC7086,open_cluster,21.507653,51.600528,9.250,4.800,,,ngc
NGC7090,NGC7090,galaxy,21.608017,-54.557333,11.310,8.150,1.630,128.000,ngc
NGC7128,NGC7128,open_cluster,21.732725,53.715139,10.540,3.000,,,ngc
NGC7142,NGC7142,open_cluster,21.752642,65.774444,10.360,9.600,,,ngc
NGC7144,NGC7144,galaxy,21.878453,-48.253750,11.690,3.410,3.200,10.000,ngc
NGC7160,NGC7160,open_cluster,21.894519,62.603306,6.340,4.200,,,ngc
NGC7177,NGC7177,galaxy,22.011456,17.738056,11.860,2.850,1.930,87.000,ngc
NGC7184,NGC7184,galaxy,22.044394,-20.812833,11.700,5.980,1.260,61.000,ngc
NGC7205,NGC7205,galaxy,22.142858,-57.442583,11.560,3.700,1.710,63.000,ngc
NGC7209,NGC7209,open_cluster,22.085511,46.483528,8.240,6.000,,,ngc
NGC7213,NGC7213,galaxy,22.154531,-47.166611,10.990,4.840,3.890,121.000,ngc
NGC7217,NGC7217,galaxy,22.131219,31.359333,11.030,4.520,3.840,90.000,ngc
NGC7226,NGC7226,open_cluster,22.174136,55.398583,10.110,3.000,,,ngc
NGC7234,NGC7234,open_cluster,22.206950,57.271333,8.580,2.400,,,ngc
NGC7243,NGC7243,open_cluster,22.252383,49.897500,6.540,15.000,,,ngc
NGC7245,NGC7245,open_cluster,22.253197,54.342556,9.810,3.900,,,ngc
NGC7261,NGC7261,open_cluster,22.335108,58.051833,9.200,6.900,,,ngc
NGC7295,NGC7295,open_cluster,22.467456,52.289083,9.700,2.700,,,ngc
NGC7314,NGC7314,galaxy,22.596164,-26.050472,11.600,4.210,1.710,3.000,ngc
NGC7331,NGC7331,galaxy,22.617781,34.415528,10.200,9.270,3.760,170.000,ngc
NGC7332,NGC7332,galaxy,22.623483,23.798333,11.960,2.950,0.710,154.000,ngc
NGC7410,NGC7410,galaxy,22.916931,-39.661333,11.240,6.010,1.770,43.000,ngc
NGC7412,NGC7412,galaxy,22.929375,-42.642028,11.770,3.790,2.790,75.000,ngc
NGC7418,NGC7418,galaxy,22.943378,-37.030083,11.690,3.660,2.830,139.000,ngc
NGC7424,NGC7424,galaxy,22.955103,-41.070583,11.040,5.010,2.690,125.000,ngc
NGC7457,NGC7457,galaxy,23.016647,30.144944,11.870,3.950,2.250,128.000,ngc
NGC7479,NGC7479,galaxy,23.082403,12.322889,11.730,3.650,2.720,26.000,ngc
NGC7492,NGC7492,globular_cluster,23.140744,-15.611472,10.480,3.000,,,ngc
NGC7496,NGC7496,galaxy,23.163136,-43.427944,11.890,3.400,2.170,169.000,ngc
NGC7507,NGC7507,galaxy,23.202108,-28.539611,11.370,3.330,3.200,90.000,ngc
NGC7510,NGC7510,open_cluster,23.184383,60.570889,8.770,3.900,,,ngc
NGC7531,NGC7531,galaxy,23.246806,-43.599944,11.970,4.110,1.720,17.000,ngc
NGC7552,NGC7552,galaxy,23.269656,-42.584750,11.190,3.880,3.580,95.000,ngc
NGC7582,NGC7582,galaxy,23.306528,-42.370556,11.360,6.950,3.180,156.000,ngc
NGC7595,NGC7595,galaxy,23.308397,9.932417,11.880,0.700,0.600,125.000,ngc
NGC7606,NGC7606,galaxy,23.317994,-8.485083,11.590,5.260,4.470,145.000,ngc
NGC7640,NGC7640,galaxy,23.368494,40.845417,11.610,8.090,1.670,167.000,ngc
NGC7686,NGC7686,open_cluster,23.502050,49.134111,6.790,3.600,,,ngc
NGC7713,NGC7713,galaxy,23.604164,-37.938083,11.490,4.910,2.130,170.000,ngc
NGC7723,NGC7723,galaxy,23.649189,-12.961083,11.940,3.290,2.320,55.000,ngc
NGC7727,NGC7727,galaxy,23.664922,-12.292778,11.570,3.610,2.750,27.000,ngc
NGC7741,NGC7741,galaxy,23.731769,26.075611,11.820,3.630,2.380,158.000,ngc
NGC7788,NGC7788,open_cluster,23.945994,61.399917,9.400,2.400,,,ngc
NGC7789,NGC7789,open_cluster,23.956683,56.708278,7.680,14.400,,,ngc
NGC7790,NGC7790,open_cluster,23.973406,61.208306,9.180,3.600,,,ngc
NGC7793,NGC7793,galaxy,23.963842,-32.591028,9.700,10.420,6.050,89.000,ngc
NGC7814,NGC7814,galaxy,0.054136,16.145417,11.590,4.370,1.880,135.000,ngc
